,0
16684,Thalamus_ sensory-motor cortex related
16685,Thalamus_ sensory-motor cortex related
16686,Supramammillary nucleus
16687,Supramammillary nucleus
16688,Supramammillary nucleus
16689,Supramammillary nucleus
16690,Supramammillary nucleus
16691,Supramammillary nucleus
16692,Anterior tegmental nucleus 
16693,Anterior tegmental nucleus 
16694,Cuneiform nucleus
16695,Cuneiform nucleus
16696,Cuneiform nucleus
16697,Cuneiform nucleus
16698,Pons_ behavioral state related
16699,Hindbrain
16700,Hindbrain
16701,Superior central nucleus raph�
16702,Superior central nucleus raph�
16703,Medulla
16704,Superior central nucleus raph�
16705,Medulla
16706,Dorsal motor nucleus of the vagus nerve
16707,Dorsal motor nucleus of the vagus nerve
16708,Lateral vestibular nucleus
16709,Posterior parietal association areas
16710,Posterior parietal association areas
16711,Anterior cingulate area
16712,Anterior cingulate area
16713,Anterior cingulate area
16714,Lateral vestibular nucleus
16715,Medial vestibular nucleus
16716,Medial vestibular nucleus
16717,Medial vestibular nucleus
16718,Medial vestibular nucleus
16719,Lateral vestibular nucleus
16720,Nucleus of the lateral olfactory tract
16721,Nucleus of the lateral olfactory tract
16722,Nucleus of the lateral olfactory tract
16723,Nucleus of the lateral olfactory tract
16724,Nucleus of the lateral olfactory tract
16725,Nucleus of the lateral olfactory tract
16726,Nucleus of the lateral olfactory tract
16727,Cortical amygdalar area
16728,Cortical amygdalar area
16729,Cortical amygdalar area
16730,Cortical amygdalar area
16731,Olfactory areas
16732,Olfactory areas
16733,Bed nuclei of the stria terminalis 
16734,Bed nuclei of the stria terminalis 
16735,Bed nuclei of the stria terminalis 
16736,Bed nuclei of the stria terminalis 
16737,Bed nuclei of the stria terminalis 
16738,Bed nuclei of the stria terminalis 
16739,Pallidum_ ventral region
16740,Substantia innominata
16741,Geniculate group_ ventral thalamus
16742,Geniculate group_ ventral thalamus
16743,Interanterodorsal nucleus of the thalamus
16744,Cerebrum
16745,Thalamus_ sensory-motor cortex related
16746,Anterior tegmental nucleus 
16747,Paracentral nucleus
16748,Supramammillary nucleus
16749,Supramammillary nucleus
16750,Central medial nucleus of the thalamus
16751,Anterior tegmental nucleus 
16752,Anterior tegmental nucleus 
16753,Anterior tegmental nucleus 
16754,Anterior tegmental nucleus 
16755,Interpeduncular nucleus
16756,Cuneiform nucleus
16757,Cuneiform nucleus
16758,Cuneiform nucleus
16759,Pons_ behavioral state related
16760,Hindbrain
16761,Medulla
16762,Medulla
16763,Medulla
16764,Medulla
16765,Medulla
16766,Medulla
16767,Dorsal motor nucleus of the vagus nerve
16768,Dorsal motor nucleus of the vagus nerve
16769,Lateral vestibular nucleus
16770,Lateral vestibular nucleus
16771,Lateral vestibular nucleus
16772,Perirhinal area
16773,Lateral vestibular nucleus
16774,Lateral vestibular nucleus
16775,Dentate nucleus
16776,Medial vestibular nucleus
16777,Lateral vestibular nucleus
16778,Medial vestibular nucleus
16779,Fastigial nucleus
16780,Lateral vestibular nucleus
16781,Nucleus of the lateral olfactory tract
16782,Nucleus of the lateral olfactory tract
16783,Nucleus of the lateral olfactory tract
16784,Piriform area
16785,Cortical amygdalar area
16786,Cortical amygdalar area
16787,Cortical amygdalar area
16788,Cortical amygdalar area
16789,Piriform area
16790,Olfactory areas
16791,Bed nuclei of the stria terminalis 
16792,Bed nuclei of the stria terminalis 
16793,Bed nuclei of the stria terminalis 
16794,Bed nuclei of the stria terminalis 
16795,Cerebrum
16796,Bed nuclei of the stria terminalis 
16797,Bed nuclei of the stria terminalis 
16798,Pallidum_ dorsal region
16799,Interanterodorsal nucleus of the thalamus
16800,Geniculate group_ ventral thalamus
16801,Interanterodorsal nucleus of the thalamus
16802,Cerebrum
16803,Ventromedial hypothalamic nucleus
16804,Ventromedial hypothalamic nucleus
16805,Ventromedial hypothalamic nucleus
16806,Anterior tegmental nucleus 
16807,Anterior tegmental nucleus 
16808,Anterior tegmental nucleus 
16809,Anterior tegmental nucleus 
16810,Anterior tegmental nucleus 
16811,Anterior tegmental nucleus 
16812,Anterior tegmental nucleus 
16813,Interpeduncular nucleus
16814,Pons_ behavioral state related
16815,Pons_ behavioral state related
16816,Pons_ behavioral state related
16817,Dorsal nucleus raph�
16818,Cuneiform nucleus
16819,Medulla
16820,Medulla
16821,Medulla
16822,Medulla
16823,Medulla
16824,Dorsal motor nucleus of the vagus nerve
16825,Dorsal motor nucleus of the vagus nerve
16826,Dorsal motor nucleus of the vagus nerve
16827,Lateral vestibular nucleus
16828,Frontal pole_ cerebral cortex
16829,Lateral vestibular nucleus
16830,Dentate nucleus
16831,Dentate nucleus
16832,Dentate nucleus
16833,Dentate nucleus
16834,Lateral vestibular nucleus
16835,Lateral vestibular nucleus
16836,Lateral vestibular nucleus
16837,Lateral vestibular nucleus
16838,Lateral vestibular nucleus
16839,Cortical amygdalar area
16840,Cortical amygdalar area
16841,Cortical amygdalar area
16842,Cortical amygdalar area
16843,Cortical amygdalar area
16844,Bed nuclei of the stria terminalis 
16845,Bed nuclei of the stria terminalis 
16846,Bed nuclei of the stria terminalis 
16847,Bed nuclei of the stria terminalis 
16848,Bed nuclei of the stria terminalis 
16849,Bed nuclei of the stria terminalis 
16850,Bed nuclei of the stria terminalis 
16851,Interanterodorsal nucleus of the thalamus
16852,Lateral group of the dorsal thalamus
16853,Lateral group of the dorsal thalamus
16854,Lateral group of the dorsal thalamus
16855,Ventromedial hypothalamic nucleus
16856,Ventromedial hypothalamic nucleus
16857,Ventromedial hypothalamic nucleus
16858,Ventromedial hypothalamic nucleus
16859,Ventromedial hypothalamic nucleus
16860,Ventromedial hypothalamic nucleus
16861,Ventromedial hypothalamic nucleus
16862,Ventromedial hypothalamic nucleus
16863,Nucleus of the posterior commissure
16864,Olivary pretectal nucleus
16865,Cuneiform nucleus
16866,Pons_ behavioral state related
16867,Dorsal nucleus raph�
16868,Dorsal nucleus raph�
16869,Dorsal nucleus raph�
16870,Dorsal nucleus raph�
16871,Medulla
16872,Medulla
16873,Medulla
16874,Medulla
16875,Medulla
16876,Medulla
16877,Dorsal motor nucleus of the vagus nerve
16878,Dorsal motor nucleus of the vagus nerve
16879,Dorsal motor nucleus of the vagus nerve
16880,Medulla
16881,Lateral vestibular nucleus
16882,Lateral vestibular nucleus
16883,Lateral vestibular nucleus
16884,Lateral vestibular nucleus
16885,Lateral vestibular nucleus
16886,Lateral vestibular nucleus
16887,Lateral vestibular nucleus
16888,Lateral vestibular nucleus
16889,Lateral vestibular nucleus
16890,Lateral vestibular nucleus
16891,Lateral vestibular nucleus
16892,Cortical amygdalar area
16893,Cortical amygdalar area
16894,Cortical amygdalar area
16895,Cortical amygdalar area
16896,Bed nuclei of the stria terminalis 
16897,Bed nuclei of the stria terminalis 
16898,Bed nuclei of the stria terminalis 
16899,Bed nuclei of the stria terminalis 
16900,Bed nuclei of the stria terminalis 
16901,Bed nuclei of the stria terminalis 
16902,Interanterodorsal nucleus of the thalamus
16903,Lateral group of the dorsal thalamus
16904,Lateral group of the dorsal thalamus
16905,Lateral group of the dorsal thalamus
16906,Lateral group of the dorsal thalamus
16907,Ventromedial hypothalamic nucleus
16908,Ventromedial hypothalamic nucleus
16909,Ventromedial hypothalamic nucleus
16910,Ventromedial hypothalamic nucleus
16911,Ventromedial hypothalamic nucleus
16912,Ventromedial hypothalamic nucleus
16913,Ventromedial hypothalamic nucleus
16914,Ventromedial hypothalamic nucleus
16915,Olivary pretectal nucleus
16916,Olivary pretectal nucleus
16917,Cerebrum
16918,Dorsal nucleus raph�
16919,Dorsal nucleus raph�
16920,Dorsal nucleus raph�
16921,Dorsal nucleus raph�
16922,Cuneiform nucleus
16923,Medulla
16924,Medulla
16925,Area postrema
16926,Medulla
16927,Medulla
16928,Medulla
16929,Medulla
16930,Medulla
16931,Medulla
16932,Medulla
16933,Lateral vestibular nucleus
16934,Lateral vestibular nucleus
16935,Lateral vestibular nucleus
16936,Lateral vestibular nucleus
16937,Lateral vestibular nucleus
16938,Retrosplenial area
16939,Lateral vestibular nucleus
16940,Lateral vestibular nucleus
16941,Lateral vestibular nucleus
16942,Lateral vestibular nucleus
16943,Lateral vestibular nucleus
16944,Cortical amygdalar area
16945,Cortical amygdalar area
16946,Cortical amygdalar area
16947,Bed nuclei of the stria terminalis 
16948,Bed nuclei of the stria terminalis 
16949,Bed nuclei of the stria terminalis 
16950,Bed nuclei of the stria terminalis 
16951,Bed nuclei of the stria terminalis 
16952,Bed nuclei of the stria terminalis 
16953,Lateral group of the dorsal thalamus
16954,Lateral group of the dorsal thalamus
16955,Lateral group of the dorsal thalamus
16956,Lateral group of the dorsal thalamus
16957,Lateral group of the dorsal thalamus
16958,Ventromedial hypothalamic nucleus
16959,Ventromedial hypothalamic nucleus
16960,Ventromedial hypothalamic nucleus
16961,Ventromedial hypothalamic nucleus
16962,Ventromedial hypothalamic nucleus
16963,Ventromedial hypothalamic nucleus
16964,Ventromedial hypothalamic nucleus
16965,Ventromedial hypothalamic nucleus
16966,Ventromedial hypothalamic nucleus
16967,Cerebrum
16968,Cerebrum
16969,Dorsal nucleus raph�
16970,Dorsal nucleus raph�
16971,Dorsal nucleus raph�
16972,Cuneiform nucleus
16973,Spinal nucleus of the trigeminal_ interpolar part
16974,Medulla
16975,Medulla
16976,Area postrema
16977,Medulla
16978,Medulla
16979,Medulla
16980,Dorsal column nuclei
16981,Medulla
16982,Medulla
16983,Medulla
16984,Lateral vestibular nucleus
16985,Lateral vestibular nucleus
16986,Lateral vestibular nucleus
16987,Lateral vestibular nucleus
16988,Lateral vestibular nucleus
16989,Lateral vestibular nucleus
16990,Retrosplenial area
16991,Lateral vestibular nucleus
16992,Lateral vestibular nucleus
16993,Lateral vestibular nucleus
16994,Lateral vestibular nucleus
16995,Olfactory areas
16996,Brain stem
16997,Bed nuclei of the stria terminalis 
16998,Bed nuclei of the stria terminalis 
16999,Bed nuclei of the stria terminalis 
17000,Bed nuclei of the stria terminalis 
17001,Bed nuclei of the stria terminalis 
17002,Pallidum_ dorsal region
17003,Lateral group of the dorsal thalamus
17004,Lateral group of the dorsal thalamus
17005,Lateral group of the dorsal thalamus
17006,Ventromedial hypothalamic nucleus
17007,Ventromedial hypothalamic nucleus
17008,Ventromedial hypothalamic nucleus
17009,Ventromedial hypothalamic nucleus
17010,Ventromedial hypothalamic nucleus
17011,Ventromedial hypothalamic nucleus
17012,Ventromedial hypothalamic nucleus
17013,Ventromedial hypothalamic nucleus
17014,Ventromedial hypothalamic nucleus
17015,Ventromedial hypothalamic nucleus
17016,Ventromedial hypothalamic nucleus
17017,Cerebrum
17018,Cerebrum
17019,Cerebrum
17020,Cerebrum
17021,Cerebrum
17022,Spinal nucleus of the trigeminal_ interpolar part
17023,Spinal nucleus of the trigeminal_ interpolar part
17024,Medulla
17025,Area postrema
17026,Cuneate nucleus
17027,Medulla
17028,Medulla
17029,Dorsal column nuclei
17030,Cuneate nucleus
17031,Medulla
17032,Inferior salivatory nucleus
17033,Inferior salivatory nucleus
17034,Inferior salivatory nucleus
17035,Lateral vestibular nucleus
17036,Lateral vestibular nucleus
17037,Visceral area
17038,Lateral vestibular nucleus
17039,Lateral vestibular nucleus
17040,Lateral vestibular nucleus
17041,Lateral vestibular nucleus
17042,Lateral vestibular nucleus
17043,Somatosensory areas
17044,Cortical plate
17045,Brain stem
17046,Bed nucleus of the anterior commissure 
17047,Lateral group of the dorsal thalamus
17048,Bed nuclei of the stria terminalis 
17049,Bed nuclei of the stria terminalis 
17050,Bed nuclei of the stria terminalis 
17051,Lateral group of the dorsal thalamus
17052,Lateral group of the dorsal thalamus
17053,Lateral group of the dorsal thalamus
17054,Cerebrum
17055,Ventromedial hypothalamic nucleus
17056,Ventromedial hypothalamic nucleus
17057,Ventromedial hypothalamic nucleus
17058,Ventromedial hypothalamic nucleus
17059,Ventromedial hypothalamic nucleus
17060,Ventromedial hypothalamic nucleus
17061,Ventromedial hypothalamic nucleus
17062,Ventral tegmental nucleus
17063,Ventral tegmental nucleus
17064,Ventromedial hypothalamic nucleus
17065,Ventromedial hypothalamic nucleus
17066,Spinal nucleus of the trigeminal_ interpolar part
17067,Spinal nucleus of the trigeminal_ interpolar part
17068,Spinal nucleus of the trigeminal_ interpolar part
17069,Medulla
17070,Cuneate nucleus
17071,Cuneate nucleus
17072,Medulla
17073,Medulla_ sensory related
17074,Cuneate nucleus
17075,Medulla
17076,Inferior salivatory nucleus
17077,Inferior salivatory nucleus
17078,Inferior salivatory nucleus
17079,Lateral vestibular nucleus
17080,Lateral vestibular nucleus
17081,Visceral area
17082,Visceral area
17083,Visceral area
17084,Visceral area
17085,Lateral vestibular nucleus
17086,Lateral vestibular nucleus
17087,Brain stem
17088,Brain stem
17089,Brain stem
17090,Lateral group of the dorsal thalamus
17091,Lateral group of the dorsal thalamus
17092,Lateral group of the dorsal thalamus
17093,Interanterodorsal nucleus of the thalamus
17094,Intergeniculate leaflet of the lateral geniculate complex
17095,Reticular nucleus of the thalamus
17096,Intergeniculate leaflet of the lateral geniculate complex
17097,Ventromedial hypothalamic nucleus
17098,Ventromedial hypothalamic nucleus
17099,Ventromedial hypothalamic nucleus
17100,Ventromedial hypothalamic nucleus
17101,Ventromedial hypothalamic nucleus
17102,Ventromedial hypothalamic nucleus
17103,Ventromedial hypothalamic nucleus
17104,Ventral tegmental nucleus
17105,Medulla
17106,Medulla
17107,Medulla
17108,Cuneate nucleus
17109,Cuneate nucleus
17110,Cuneate nucleus
17111,Medulla
17112,Medulla
17113,Medulla
17114,Medulla
17115,Medulla
17116,Lateral vestibular nucleus
17117,Lateral vestibular nucleus
17118,Visceral area
17119,Visceral area
17120,Visceral area
17121,Auditory areas
17122,Somatosensory areas
17123,Somatosensory areas
17124,Lateral vestibular nucleus
17125,Brain stem
17126,Brain stem
17127,Brain stem
17128,Brain stem
17129,Brain stem
17130,Brain stem
17131,Brain stem
17132,Reticular nucleus of the thalamus
17133,Intergeniculate leaflet of the lateral geniculate complex
17134,Intergeniculate leaflet of the lateral geniculate complex
17135,Ventromedial hypothalamic nucleus
17136,Ventromedial hypothalamic nucleus
17137,Ventromedial hypothalamic nucleus
17138,Ventromedial hypothalamic nucleus
17139,Ventromedial hypothalamic nucleus
17140,Medulla
17141,Cuneate nucleus
17142,Cuneate nucleus
17143,Medulla
17144,Medulla
17145,Sublaterodorsal nucleus
17146,Auditory areas
17147,Lateral vestibular nucleus
17148,Auditory areas
17149,Auditory areas
17150,Auditory areas
17151,Auditory areas
17152,Somatosensory areas
17153,Somatosensory areas
17154,Somatosensory areas
17155,Brain stem
17156,Brain stem
17157,Brain stem
17158,Brain stem
17159,Brain stem
17160,Brain stem
17161,Pallidum_ dorsal region
17162,Ventromedial hypothalamic nucleus
17163,Cuneate nucleus
17164,Cuneate nucleus
17165,Lateral vestibular nucleus
17166,Lateral vestibular nucleus
17167,Lateral vestibular nucleus
17168,Lateral vestibular nucleus
17169,Lateral vestibular nucleus
17170,Lateral vestibular nucleus
17171,Lateral vestibular nucleus
17172,Olfactory areas
17173,Olfactory areas
17174,Olfactory areas
17175,Olfactory areas
17176,Olfactory areas
17177,Olfactory areas
17178,Olfactory areas
17179,Olfactory areas
17180,Olfactory areas
17181,Olfactory areas
17182,Olfactory areas
17183,Olfactory areas
17184,Olfactory areas
17185,Olfactory areas
17186,Olfactory areas
17187,Olfactory areas
17188,Olfactory areas
17189,Olfactory areas
17190,Olfactory areas
17191,Olfactory areas
17192,Olfactory areas
17193,Olfactory areas
17194,Olfactory areas
17195,Olfactory areas
17196,Olfactory areas
17197,Olfactory areas
17198,Olfactory areas
17199,Olfactory areas
17200,Olfactory areas
17201,Olfactory areas
17202,Olfactory areas
17203,Olfactory areas
17204,Olfactory areas
17205,Olfactory areas
17206,Olfactory areas
17207,Olfactory areas
17208,Olfactory areas
17209,Olfactory areas
17210,Olfactory areas
17211,Olfactory areas
17212,Olfactory areas
17213,Olfactory areas
17214,Olfactory areas
17215,Olfactory areas
17216,Olfactory areas
17217,Olfactory areas
17218,Olfactory areas
17219,Olfactory areas
17220,Olfactory areas
17221,Olfactory areas
17222,Olfactory areas
17223,Olfactory areas
17224,Olfactory areas
17225,Olfactory areas
17226,Olfactory areas
17227,Olfactory areas
17228,Olfactory areas
17229,Olfactory areas
17230,Olfactory areas
17231,Olfactory areas
17232,Olfactory areas
17233,Olfactory areas
17234,Red Nucleus
17235,Oculomotor nucleus
17236,Oculomotor nucleus
17237,Oculomotor nucleus
17238,Primary auditory area
17239,Primary auditory area
17240,Primary auditory area
17241,Olfactory areas
17242,Olfactory areas
17243,Olfactory areas
17244,Olfactory areas
17245,Olfactory areas
17246,Olfactory areas
17247,Olfactory areas
17248,Olfactory areas
17249,Olfactory areas
17250,Olfactory areas
17251,Olfactory areas
17252,Olfactory areas
17253,Olfactory areas
17254,Olfactory areas
17255,Olfactory areas
17256,Olfactory areas
17257,Olfactory areas
17258,Olfactory areas
17259,Olfactory areas
17260,Olfactory areas
17261,Olfactory areas
17262,Olfactory areas
17263,Olfactory areas
17264,Olfactory areas
17265,Olfactory areas
17266,Olfactory areas
17267,Olfactory areas
17268,Olfactory areas
17269,Olfactory areas
17270,Olfactory areas
17271,Olfactory areas
17272,Olfactory areas
17273,Pedunculopontine nucleus
17274,Pedunculopontine nucleus
17275,Oculomotor nucleus
17276,Oculomotor nucleus
17277,Oculomotor nucleus
17278,Oculomotor nucleus
17279,Oculomotor nucleus
17280,Primary auditory area
17281,Primary auditory area
17282,Primary auditory area
17283,Primary auditory area
17284,Primary auditory area
17285,Primary auditory area
17286,Olfactory areas
17287,Olfactory areas
17288,Olfactory areas
17289,Olfactory areas
17290,Olfactory areas
17291,Olfactory areas
17292,Olfactory areas
17293,Olfactory areas
17294,Olfactory areas
17295,Olfactory areas
17296,Olfactory areas
17297,Olfactory areas
17298,Olfactory areas
17299,Olfactory areas
17300,Olfactory areas
17301,Olfactory areas
17302,Olfactory areas
17303,Olfactory areas
17304,Olfactory areas
17305,Olfactory areas
17306,Olfactory areas
17307,Olfactory areas
17308,Olfactory areas
17309,Olfactory areas
17310,Olfactory areas
17311,Olfactory areas
17312,Olfactory areas
17313,Olfactory areas
17314,Olfactory areas
17315,Olfactory areas
17316,Olfactory areas
17317,Olfactory areas
17318,Olfactory areas
17319,Pedunculopontine nucleus
17320,Pedunculopontine nucleus
17321,Pedunculopontine nucleus
17322,Pedunculopontine nucleus
17323,Oculomotor nucleus
17324,Oculomotor nucleus
17325,Oculomotor nucleus
17326,Oculomotor nucleus
17327,Oculomotor nucleus
17328,Primary auditory area
17329,Primary auditory area
17330,Primary auditory area
17331,Primary auditory area
17332,Primary auditory area
17333,Primary auditory area
17334,Primary auditory area
17335,Olfactory areas
17336,Olfactory areas
17337,Olfactory areas
17338,Olfactory areas
17339,Olfactory areas
17340,Olfactory areas
17341,Olfactory areas
17342,Olfactory areas
17343,Olfactory areas
17344,Olfactory areas
17345,Olfactory areas
17346,Olfactory areas
17347,Olfactory areas
17348,Olfactory areas
17349,Olfactory areas
17350,Olfactory areas
17351,Olfactory areas
17352,Olfactory areas
17353,Olfactory areas
17354,Olfactory areas
17355,Olfactory areas
17356,Olfactory areas
17357,Olfactory areas
17358,Olfactory areas
17359,Olfactory areas
17360,Olfactory areas
17361,Olfactory areas
17362,Olfactory areas
17363,Olfactory areas
17364,Olfactory areas
17365,Olfactory areas
17366,Olfactory areas
17367,Olfactory areas
17368,Pedunculopontine nucleus
17369,Pedunculopontine nucleus
17370,Pedunculopontine nucleus
17371,Pedunculopontine nucleus
17372,Pedunculopontine nucleus
17373,Central linear nucleus raph�
17374,Central linear nucleus raph�
17375,Oculomotor nucleus
17376,Oculomotor nucleus
17377,Oculomotor nucleus
17378,Oculomotor nucleus
17379,Oculomotor nucleus
17380,Primary auditory area
17381,Primary auditory area
17382,Primary auditory area
17383,Primary auditory area
17384,Primary auditory area
17385,Primary auditory area
17386,Primary auditory area
17387,Primary auditory area
17388,Olfactory areas
17389,Olfactory areas
17390,Olfactory areas
17391,Olfactory areas
17392,Olfactory areas
17393,Olfactory areas
17394,Olfactory areas
17395,Olfactory areas
17396,Olfactory areas
17397,Olfactory areas
17398,Olfactory areas
17399,Olfactory areas
17400,Olfactory areas
17401,Olfactory areas
17402,Olfactory areas
17403,Olfactory areas
17404,Olfactory areas
17405,Olfactory areas
17406,Olfactory areas
17407,Olfactory areas
17408,Olfactory areas
17409,Olfactory areas
17410,Olfactory areas
17411,Olfactory areas
17412,Lateral septal complex
17413,Lateral septal complex
17414,Lateral septal complex
17415,Lateral septal complex
17416,Olfactory areas
17417,Olfactory areas
17418,Olfactory areas
17419,Olfactory areas
17420,Olfactory areas
17421,Pedunculopontine nucleus
17422,Pedunculopontine nucleus
17423,Red Nucleus
17424,Pedunculopontine nucleus
17425,Central linear nucleus raph�
17426,Central linear nucleus raph�
17427,Central linear nucleus raph�
17428,Central linear nucleus raph�
17429,Oculomotor nucleus
17430,Oculomotor nucleus
17431,Oculomotor nucleus
17432,Oculomotor nucleus
17433,Primary auditory area
17434,Primary auditory area
17435,Primary auditory area
17436,Primary auditory area
17437,Primary auditory area
17438,Primary auditory area
17439,Primary auditory area
17440,Primary auditory area
17441,Primary auditory area
17442,Nucleus of the lateral olfactory tract
17443,Nucleus of the lateral olfactory tract
17444,Nucleus of the lateral olfactory tract
17445,Olfactory areas
17446,Olfactory areas
17447,Olfactory areas
17448,Olfactory areas
17449,Olfactory areas
17450,Olfactory areas
17451,Olfactory areas
17452,Olfactory areas
17453,Olfactory areas
17454,Olfactory areas
17455,Olfactory areas
17456,Olfactory areas
17457,Olfactory areas
17458,Olfactory areas
17459,Olfactory areas
17460,Olfactory areas
17461,Olfactory areas
17462,Olfactory areas
17463,Olfactory areas
17464,Olfactory areas
17465,Olfactory areas
17466,Olfactory areas
17467,Lateral septal complex
17468,Lateral septal complex
17469,Lateral septal complex
17470,Lateral septal complex
17471,Lateral septal complex
17472,Lateral septal complex
17473,Lateral septal complex
17474,Anterior amygdalar area
17475,Olfactory areas
17476,Olfactory areas
17477,Pedunculopontine nucleus
17478,Pedunculopontine nucleus
17479,Central linear nucleus raph�
17480,Central linear nucleus raph�
17481,Central linear nucleus raph�
17482,Central linear nucleus raph�
17483,Central linear nucleus raph�
17484,Central linear nucleus raph�
17485,Central linear nucleus raph�
17486,Oculomotor nucleus
17487,Oculomotor nucleus
17488,Oculomotor nucleus
17489,Oculomotor nucleus
17490,Primary auditory area
17491,Primary auditory area
17492,Primary auditory area
17493,Primary auditory area
17494,Primary auditory area
17495,Primary auditory area
17496,Primary auditory area
17497,Primary auditory area
17498,Primary auditory area
17499,Primary auditory area
17500,Nucleus of the lateral olfactory tract
17501,Nucleus of the lateral olfactory tract
17502,Nucleus of the lateral olfactory tract
17503,Nucleus of the lateral olfactory tract
17504,Nucleus of the lateral olfactory tract
17505,Nucleus of the lateral olfactory tract
17506,Olfactory areas
17507,Olfactory areas
17508,Olfactory areas
17509,Olfactory areas
17510,Olfactory areas
17511,Olfactory areas
17512,Olfactory areas
17513,Olfactory areas
17514,Olfactory areas
17515,Olfactory areas
17516,Olfactory areas
17517,Olfactory areas
17518,Olfactory areas
17519,Olfactory areas
17520,Olfactory areas
17521,Olfactory areas
17522,Cerebrum
17523,Cerebrum
17524,Cerebrum
17525,Cerebrum
17526,Cerebrum
17527,Lateral septal complex
17528,Lateral septal complex
17529,Lateral septal complex
17530,Lateral septal complex
17531,Lateral septal complex
17532,Lateral septal complex
17533,Lateral septal complex
17534,Lateral septal complex
17535,Anterior amygdalar area
17536,Anterior amygdalar area
17537,Pedunculopontine nucleus
17538,Pedunculopontine nucleus
17539,Central linear nucleus raph�
17540,Central linear nucleus raph�
17541,Central linear nucleus raph�
17542,Central linear nucleus raph�
17543,Central linear nucleus raph�
17544,Central linear nucleus raph�
17545,Central linear nucleus raph�
17546,Oculomotor nucleus
17547,Oculomotor nucleus
17548,Oculomotor nucleus
17549,Oculomotor nucleus
17550,Primary auditory area
17551,Primary auditory area
17552,Primary auditory area
17553,Primary auditory area
17554,Primary auditory area
17555,Primary auditory area
17556,Primary auditory area
17557,Primary auditory area
17558,Primary auditory area
17559,Primary auditory area
17560,Primary auditory area
17561,Nucleus of the lateral olfactory tract
17562,Nucleus of the lateral olfactory tract
17563,Nucleus of the lateral olfactory tract
17564,Nucleus of the lateral olfactory tract
17565,Nucleus of the lateral olfactory tract
17566,Nucleus of the lateral olfactory tract
17567,Nucleus of the lateral olfactory tract
17568,Piriform area
17569,Olfactory areas
17570,Olfactory areas
17571,Olfactory areas
17572,Olfactory areas
17573,Olfactory areas
17574,Olfactory areas
17575,Olfactory areas
17576,Olfactory areas
17577,Olfactory areas
17578,Olfactory areas
17579,Olfactory areas
17580,Olfactory areas
17581,Olfactory areas
17582,Olfactory areas
17583,Cerebrum
17584,Cerebrum
17585,Cerebrum
17586,Cerebrum
17587,Cerebrum
17588,Cerebrum
17589,Cerebrum
17590,Lateral septal complex
17591,Lateral septal complex
17592,Septofimbrial nucleus 
17593,Septofimbrial nucleus 
17594,Septofimbrial nucleus 
17595,Septofimbrial nucleus 
17596,Septofimbrial nucleus 
17597,Olfactory tubercle 
17598,Fundus of striatum
17599,Midbrain raph� nuclei
17600,Central linear nucleus raph�
17601,Central linear nucleus raph�
17602,Central linear nucleus raph�
17603,Central linear nucleus raph�
17604,Central linear nucleus raph�
17605,Central linear nucleus raph�
17606,Central linear nucleus raph�
17607,Central linear nucleus raph�
17608,Central linear nucleus raph�
17609,Midbrain raph� nuclei
17610,Oculomotor nucleus
17611,Oculomotor nucleus
17612,Oculomotor nucleus
17613,Primary auditory area
17614,Primary auditory area
17615,Primary auditory area
17616,Primary auditory area
17617,Primary auditory area
17618,Primary auditory area
17619,Primary auditory area
17620,Primary auditory area
17621,Primary auditory area
17622,Primary auditory area
17623,Primary auditory area
17624,Nucleus of the lateral olfactory tract
17625,Nucleus of the lateral olfactory tract
17626,Nucleus of the lateral olfactory tract
17627,Nucleus of the lateral olfactory tract
17628,Nucleus of the lateral olfactory tract
17629,Nucleus of the lateral olfactory tract
17630,Piriform-amygdalar area
17631,Piriform-amygdalar area
17632,Olfactory areas
17633,Olfactory areas
17634,Olfactory areas
17635,Olfactory areas
17636,Olfactory areas
17637,Olfactory areas
17638,Olfactory areas
17639,Olfactory areas
17640,Olfactory areas
17641,Olfactory areas
17642,Cerebrum
17643,Cerebrum
17644,Cerebrum
17645,Cerebrum
17646,Cerebrum
17647,Cerebrum
17648,Cerebrum
17649,Cerebrum
17650,Cerebrum
17651,Cerebrum
17652,Lateral septal complex
17653,Lateral septal complex
17654,Olfactory tubercle 
17655,Septofimbrial nucleus 
17656,Septofimbrial nucleus 
17657,Septofimbrial nucleus 
17658,Septofimbrial nucleus 
17659,Cuneiform nucleus
17660,Superior olivary complex
17661,Central linear nucleus raph�
17662,Central linear nucleus raph�
17663,Central linear nucleus raph�
17664,Central linear nucleus raph�
17665,Central linear nucleus raph�
17666,Central linear nucleus raph�
17667,Central linear nucleus raph�
17668,Central linear nucleus raph�
17669,Central linear nucleus raph�
17670,Central linear nucleus raph�
17671,Midbrain raph� nuclei
17672,Cuneiform nucleus
17673,Oculomotor nucleus
17674,Primary auditory area
17675,Primary auditory area
17676,Primary auditory area
17677,Primary auditory area
17678,Primary auditory area
17679,Primary auditory area
17680,Primary auditory area
17681,Primary auditory area
17682,Primary auditory area
17683,Primary auditory area
17684,Primary auditory area
17685,Primary auditory area
17686,Nucleus of the lateral olfactory tract
17687,Nucleus of the lateral olfactory tract
17688,Nucleus of the lateral olfactory tract
17689,Nucleus of the lateral olfactory tract
17690,Nucleus of the lateral olfactory tract
17691,Nucleus of the lateral olfactory tract
17692,Piriform-amygdalar area
17693,Piriform-amygdalar area
